"Address","Tags"
"Республика Мордовия, Город Ковылкино, ул Королева","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name']"
"Республика Мордовия, г Саранск, ул Энгельса, д. 14","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Лямбирский Село Берсеневка Улица Совхозная д. 22 кв. ком 3","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address', 'not_address']"
"Республика Мордовия, Район Чамзинский Село Большое Маресево Улица Гагарина д. 68","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Город Ардатов Переулок Некрасова д. 6","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 50 лет Октября, д. 44а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Чамзинский, с. Киржеманы, ул. Ленина, д. 57","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Саранск р-н, г Саранск, ул Волгоградская, д. 127","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Чамзинский, д. Малые Ремезенки, ул. Пролетарская, д. 14","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Т.Бибиной, д. 7/3","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Чамзинский, с. Киржеманы, ул. Ленина, д. 41","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Темниковский Город Темников д. 46 С. КОГУРОВКА УЛ. ЦЕНТРАЛЬНАЯ","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'house_type', 'house_number', 'settlement_type', 'settlement_name', 'street_type', 'street_name']"
"Республика Мордовия, г Саранск, ул Гожувская, д. 24А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Дубенский, Село Кочкурово, ул Первомайская, д. 64","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Торбеевский Рабочий поселок Торбеево Улица Садовая д. 51а","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Торбеевский, с. Лопатино, ул. Центральная, д. 6","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атяшевский Село Атяшево Улица Первомайская д. 89","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Зубово-Полянский Село Каргал Улица Школьная д. 16","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, гск ГСК по ул. Петрова, д. 101","['subject_type', 'subject_name', 'city_type', 'city_name', 'not_address', 'not_address', 'not_address', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 50 лет Октября, д. 13","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Чамзинский Село Киржеманы Улица Зеленая д. 32","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Инсарский, с. Ямщина, ул. Чапаева, д. 29","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Чамзинский Село Сырятино д. 3 кв.","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'house_type', 'house_number', 'not_address']"
"Республика Мордовия, г Саранск, снт Наука НПО Нива, д. 45","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'settlement_name', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ш Северо-восточное, д. ГО &quot;Транспортник&quot;","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address', 'not_address']"
"Республика Мордовия, Район Ковылкинский Село Рыбкино Улица Мокшанская д. 24","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Кадошкинский Село Глушково Улица Центральная д. 10","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, п Озерный, снт СНТ Озерное, д. 256","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'not_address', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Старошайговский Село Старое Шайгово Улица Шишканова д. 111А","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Лямбирский Село Черемишево Улица Долгая д. 72/1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Косарева","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name']"
"Республика Мордовия, Район Ковылкинский Село Троицк Улица Пушкина д. 1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 60 лет Октября, д. 25","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский, Город Ардатов, ул Полевая, д. 22","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Полевая, д. 22","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 60 лет Октября, д. 31А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Большеберезниковский Село Старые Найманы Улица Николаева д. 111","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Инсарский р-н, г Инсар, ул Московская, д. 119а","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атяшевский Село Лобаски Улица К.Маркса д. 36","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Респ Мордовия, село Акчеево, 431374, Респ Мордовия, Ельниковский р-н, село Акчеево, ул Сельхозтехника, д 15, кв. 2","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'not_address', 'subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address']"
"Республика Мордовия, г Саранск, ул Коммунистическая, д. 115","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ромодановский, Село Анненково, ул Полевая, д. 38","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Попова, д. 61а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Н.Эркая, д. 42","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Пролетарская, д. 137","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 50 лет Октября, д. 23","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Деревня Лопатино, УЛ ЗЕЛЕНАЯ, д. 58","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ш Александровское, д. 3","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Энергетическая, д. 22","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Пролетарская, д. 130Б","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Чамзинский Село Мачказерово д. 21","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Рузаевский Поселок Совхоз Красное Сельцо Улица Мичурина д. 7 1/2 ЧАСТЬ","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address']"
"Республика Мордовия, г Саранск, ул Б.Хмельницкого, д. 26","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Зубово-Полянский Село Новая Потьма Улица Садовая д. 65","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Дубенский, Село Морга, ул Красноармейская, д. 11","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский Село Сивинь","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name']"
"Республика Мордовия, Район Ардатовский Село Кечушево Улица Ленина д. 128","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Город Ардатов Улица Рабочая д. 46А","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ковылкинский Село Старое Пшенево","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name']"
"Республика Мордовия, Рузаевский р-н, г Рузаевка, ул Ленина, д. 93","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Атяшевский р-н, рп Атяшево, мкр 2-й, д. 17","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Загородная, д. 12","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Советская, д. 69а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Село Чукалы Улица Советская д. 120","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Поселок Первомайский (Краснопресненское с/п), ул Железнодорожная, д. 11","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'subarea_name', 'subarea_type', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Краснослободский р-н, г Краснослободск, мкр 1-й, д. 38","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Краснослободский, с. Потякши, ул. Западная, д. 55","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Металлургов, д. 7","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Рузаевский р-н, г Рузаевка, ул Байкузова, д. 137","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт Ленина, д. 100б","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт 70 лет Октября, д. 96","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский, Село Куликово, ул Молодежная, д. 1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Саранск р-н, г Саранск, ул Энгельса, д. 15/6","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Торбеевский, рп. Торбеево, ул. 2 Пятилетка, д. 28","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Инсарский Город Инсар Улица Бибишева д. 6 к. А","['subject_type', 'subject_name', 'area_type', 'area_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number', 'not_address', 'not_address']"
"Республика Мордовия, г Рузаевка, гск ГСК по ул. Петрова, д. 70","['subject_type', 'subject_name', 'city_type', 'city_name', 'not_address', 'not_address', 'not_address', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Атюрьевский, д. Пичеполонга, ул. Школьная, д. 16","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, тер Комбикормового завода, д. 8","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Деревня Итяково, ул Школьная, д. 57","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Зубово-Полянский, рп. Потьма, ул. Озерная, д. 6","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Солнечная, д. 5","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Ковылкино, ул Крылова, д. 2/4","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Рузаевка, ул Фурманова, д. 10","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Рабочий Поселок Ялга, ул Полевой стан","['subject_type', 'subject_name', 'settlement_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'street_name']"
"Республика Мордовия, г Саранск, пр-кт 50 лет Октября, д. 20","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Торбеевский Рабочий поселок Торбеево Улица Комсомольская д. 1/2","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Транспортная, д. 11","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Есенина, д. 20","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Торбеевский, рп. Торбеево, ул. Зеленая, д. 15","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ш Лямбирское, д. 10В","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Саранск р-н, г Саранск, ул А.Лусс, д. &quot;Свет-3&quot;","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address']"
"Респ Мордовия, Зубово-Полянский р-н, село Старая Потьма, село Новая Потьма, ул Советская, д 73","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'settlement_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, тер Кирзавода, д. 7А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Рузаевский Село Шишкеево Улица Травкина д. 14","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Краснослободский, с. Чукалы, ул. Садовая, д. 20","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Теньгушевский Село Куликово Улица Ленина д. 57","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Лямбирский р-н, д. 74","['subject_type', 'subject_name', 'area_name', 'area_type', 'house_type', 'house_number']"
"Республика Мордовия, Район Ельниковский Село Ельники Улица 70 лет Октября д. 4","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул М.Расковой, д. 30А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Темниковский Деревня Николаевка Улица Центральная д. 4","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Атяшевский Село Лобаски Улица К.Маркса д. 43","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Теньгушевский Село Шокша Улица Им Черницова д. 34","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, п Озерный, снт Озерный-1, д. 447","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'settlement_type', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ковылкинский Село Гумны Улица Школьная д. 7","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Зубово-Полянский, рп. Зубова Поляна, ул. Приречная, д. 2","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский Село Ефаево Улица Центральная д. 88","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Промышленная 1-я, д. 6Б","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Октябрьский р-н, г Саранск, ул Косарева, д. 122","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Рузаевка Улица Поликлиническая д. 3","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Город Саранск, ул Совхозная, д. 26","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Володарского, д. ГМ &quot;Восток&quot;","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address', 'not_address']"
"Республика Мордовия, г Саранск, ш Александровское, Северная промзона, д. 7","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Промышленная 2-я, д. 10В","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Атяшевский р-н, с Атяшево, ул Чапаева, д. 27","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Саранск р-н, г Саранск, ул Володарского, д. &quot;Восток&quot;","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address']"
"Республика Мордовия, г Саранск, ул Титова, д. 2Д","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Саранск Улица Девятаева д. 2","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Респ Мордовия, Кадошкинский р-н, село Пушкино, ул Школьная, д 3","['subject_type', 'subject_name', 'area_name', 'area_type', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Саранская, д. 56","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Краснослободский, с. Старое Синдрово, ул. Советская, д. 66","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Зубово-Полянский Село Ширингуши Улица Восточная д. 6","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Мордовия Респ, р-н. Чамзинский, с. Красногорное, ул. Центральная, д. 7","['subject_name', 'subject_type', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Рузаевский р-н, г Рузаевка, ул Горького, д. &quot;Цоколь&quot; (29)","['subject_type', 'subject_name', 'area_name', 'area_type', 'city_type', 'city_name', 'street_type', 'street_name', 'not_address', 'not_address', 'not_address']"
"Республика Мордовия, Район Ардатовский Село Чукалы Улица Советская д. 75","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, ул Веселовского, д. 44а","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Село Поводимово, ПЕРЕУЛ. ПРОЛЕТАРСКАЯ д. 147","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Чамзинский Село Апраксино Улица Советская д. 10","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ардатовский Село Чукалы Улица Советская д. 6","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Краснослободский Село Заречное Улица Зеленая д. 60","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт Ленина, д. 29","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Ельниковский Село Стародевичье Улица Гагарина д. 1","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Зубово-Полянский Поселок Парца Явасское сп) Улица Центральная д. 18","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'subarea_name', 'subarea_type', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Город Рузаевка Улица Рабочая д. 16А","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, тер Комбикормового завода, д. бн","['subject_type', 'subject_name', 'city_type', 'city_name', 'settlement_type', 'settlement_name', 'settlement_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Лямбирский Деревня Николаевка Улица Центральная д. 17","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Рузаевский Село Архангельское Голицыно Улица Луначарского д. 33","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, Район Старошайговский Село Мельцаны Улица Нагорная д. 12","['subject_type', 'subject_name', 'area_type', 'area_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия, г Саранск, пр-кт Ленина, д. 52Б","['subject_type', 'subject_name', 'city_type', 'city_name', 'street_type', 'street_name', 'house_type', 'house_number']"
"Республика Мордовия Село Куликовка Улица Мирная д. 2","['subject_type', 'subject_name', 'settlement_type', 'settlement_name', 'street_type', 'street_name', 'house_type', 'house_number']"
